date,regime,prob_RANGING,prob_TREND,prob_HIGH_VOL
2020-06-01,RANGING,0.9986894300771807,0.00010756295806638927,0.0012030069641788506
2020-06-02,RANGING,0.979866838668901,0.002137287035404975,0.017995874295108485
2020-06-03,RANGING,0.8638390036795783,0.01711373972339431,0.11904725659708087
2020-06-04,HIGH_VOL,0.00025992809744432305,0.06362743674870823,0.9361126351545965
2020-06-05,HIGH_VOL,0.00012115357331325245,0.5027893116451442,0.49708953478078144
2020-06-08,TREND,0.00014124509606877004,0.99023144942002,0.009627305483531247
2020-06-09,TREND,1.2007075214186133e-07,0.9988533516546355,0.0011465282749298672
2020-06-10,TREND,8.261304112366898e-08,0.9999957796642701,4.137721870034816e-06
2020-06-11,TREND,7.572955337888943e-09,0.9999992762825859,7.161439249834817e-07
2020-06-12,TREND,3.477721961481928e-10,0.9999928147902961,7.1848620312664415e-06
2020-06-15,TREND,1.2933895228981703e-09,0.9999991512744564,8.474313405849621e-07
2020-06-16,TREND,5.790106882847936e-11,0.9999825914697879,1.7408472605575666e-05
2020-06-17,TREND,1.2113418939654424e-10,0.9999972779988396,2.7218792033102938e-06
2020-06-18,TREND,2.2309893307857056e-10,0.9999992020496848,7.977265696125204e-07
2020-06-19,TREND,3.784913239253802e-10,0.9999983208650065,1.6787558242082155e-06
2020-06-22,TREND,5.353334146959003e-10,0.9999963120585355,3.687405521090195e-06
2020-06-23,TREND,2.394667033459694e-11,0.9999383148951306,6.168508056154087e-05
2020-06-24,TREND,2.9183936976088704e-10,0.9999986922456994,1.3074632349358948e-06
2020-06-25,TREND,5.107690572451916e-10,0.9999962771631721,3.7223263790145673e-06
2020-06-26,TREND,1.692175237926666e-09,0.9999963438925521,3.654414904981465e-06
2020-06-29,TREND,1.3815517370276015e-09,0.999994261823396,5.7367955501217085e-06
2020-06-30,TREND,5.631431767047173e-09,0.9999928327690583,7.161599497498084e-06
2020-07-01,TREND,1.080685271551852e-08,0.9999852997632859,1.4689430086323012e-05
2020-07-02,TREND,2.6444967321166037e-08,0.9999896681699147,1.0305385106121573e-05
2020-07-03,TREND,2.3691212193734089e-07,0.9999940742011902,5.688887121696996e-06
